surface,bucket_key,total_variants,filled_variants,unique_opener60,unique_closer60,top_prefix60_ratio,opener_pass,closer_pass,prefix_pass,overall_pass
interrogation_answers,"a|d-1|call_record|S2",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-1|call_record|S3",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-1|call_record|S4",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-1|call_record|S5",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-1|family_items|S0",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-1|family_items|S1",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-1|family_items|S2",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-1|family_items|S3",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-1|family_items|S4",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-1|family_items|S5",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-1|family_items|S0",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-1|family_items|S1",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-1|family_items|S2",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-1|family_items|S3",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-1|family_items|S4",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-1|family_items|S5",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-1|family_items|S0",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-1|family_items|S1",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-1|family_items|S2",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-1|family_items|S3",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-1|family_items|S4",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-1|family_items|S5",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-1|affair_denial|S0",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-1|affair_denial|S1",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-1|affair_denial|S2",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-1|affair_denial|S3",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-1|affair_denial|S4",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-1|affair_denial|S5",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-1|affair_denial|S0",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-1|affair_denial|S1",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-1|affair_denial|S2",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-1|affair_denial|S3",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-1|affair_denial|S4",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-1|affair_denial|S5",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-1|affair_denial|S0",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-1|affair_denial|S1",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-1|affair_denial|S2",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-1|affair_denial|S3",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-1|affair_denial|S4",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-1|affair_denial|S5",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-1|concealment_reason|S0",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-1|concealment_reason|S1",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-1|concealment_reason|S2",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-1|concealment_reason|S3",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-1|concealment_reason|S4",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-1|concealment_reason|S5",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-1|concealment_reason|S0",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-1|concealment_reason|S1",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-1|concealment_reason|S2",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-1|concealment_reason|S3",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-1|concealment_reason|S4",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-1|concealment_reason|S5",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-1|concealment_reason|S0",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-1|concealment_reason|S1",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-1|concealment_reason|S2",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-1|concealment_reason|S3",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-1|concealment_reason|S4",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-1|concealment_reason|S5",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|general|S0",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|general|S1",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|general|S2",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|general|S3",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|general|S4",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|general|S5",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|general|S0",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|general|S1",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|general|S2",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|general|S3",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|general|S4",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|general|S5",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|general|S0",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|general|S1",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|general|S2",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|general|S3",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|general|S4",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|general|S5",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|cash_withdrawal|S0",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|cash_withdrawal|S1",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|cash_withdrawal|S2",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|cash_withdrawal|S3",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|cash_withdrawal|S4",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|cash_withdrawal|S5",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|cash_withdrawal|S0",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|cash_withdrawal|S1",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|cash_withdrawal|S2",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|cash_withdrawal|S3",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|cash_withdrawal|S4",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|cash_withdrawal|S5",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|cash_withdrawal|S0",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|cash_withdrawal|S1",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|cash_withdrawal|S2",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|cash_withdrawal|S3",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|cash_withdrawal|S4",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|cash_withdrawal|S5",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|private_fund_boundary|S0",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|private_fund_boundary|S1",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|private_fund_boundary|S2",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|private_fund_boundary|S3",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|private_fund_boundary|S4",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|private_fund_boundary|S5",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|private_fund_boundary|S0",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|private_fund_boundary|S1",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|private_fund_boundary|S2",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|private_fund_boundary|S3",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|private_fund_boundary|S4",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|private_fund_boundary|S5",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|private_fund_boundary|S0",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|private_fund_boundary|S1",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|private_fund_boundary|S2",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|private_fund_boundary|S3",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|private_fund_boundary|S4",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|private_fund_boundary|S5",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|recipient_reason|S0",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|recipient_reason|S1",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|recipient_reason|S2",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|recipient_reason|S3",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|recipient_reason|S4",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|recipient_reason|S5",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|recipient_reason|S0",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|recipient_reason|S1",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|recipient_reason|S2",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|recipient_reason|S3",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|recipient_reason|S4",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|recipient_reason|S5",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|recipient_reason|S0",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|recipient_reason|S1",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|recipient_reason|S2",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|recipient_reason|S3",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|recipient_reason|S4",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|recipient_reason|S5",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|consent_boundary|S0",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|consent_boundary|S1",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|consent_boundary|S2",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|consent_boundary|S3",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|consent_boundary|S4",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|consent_boundary|S5",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|consent_boundary|S0",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|consent_boundary|S1",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|consent_boundary|S2",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|consent_boundary|S3",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|consent_boundary|S4",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|consent_boundary|S5",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|consent_boundary|S0",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|consent_boundary|S1",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|consent_boundary|S2",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|consent_boundary|S3",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|consent_boundary|S4",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"b|d-2|consent_boundary|S5",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|general|S0",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|general|S1",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|general|S2",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|general|S3",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|general|S4",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|general|S5",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|general|S0",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|general|S1",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|general|S2",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|general|S3",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|general|S4",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|general|S5",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|general|S0",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|general|S1",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|general|S2",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|general|S3",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|general|S4",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|general|S5",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|cash_withdrawal|S0",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|cash_withdrawal|S1",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|cash_withdrawal|S2",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|cash_withdrawal|S3",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|cash_withdrawal|S4",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|cash_withdrawal|S5",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|cash_withdrawal|S0",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|cash_withdrawal|S1",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|cash_withdrawal|S2",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|cash_withdrawal|S3",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|cash_withdrawal|S4",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|cash_withdrawal|S5",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|cash_withdrawal|S0",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|cash_withdrawal|S1",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|cash_withdrawal|S2",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|cash_withdrawal|S3",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|cash_withdrawal|S4",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|cash_withdrawal|S5",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|private_fund_boundary|S0",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|private_fund_boundary|S1",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|private_fund_boundary|S2",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|private_fund_boundary|S3",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|private_fund_boundary|S4",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|private_fund_boundary|S5",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|private_fund_boundary|S0",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|private_fund_boundary|S1",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|private_fund_boundary|S2",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|private_fund_boundary|S3",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|private_fund_boundary|S4",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|private_fund_boundary|S5",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|private_fund_boundary|S0",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|private_fund_boundary|S1",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|private_fund_boundary|S2",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|private_fund_boundary|S3",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|private_fund_boundary|S4",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|private_fund_boundary|S5",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|recipient_reason|S0",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|recipient_reason|S1",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|recipient_reason|S2",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|recipient_reason|S3",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|recipient_reason|S4",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|recipient_reason|S5",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|recipient_reason|S0",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|recipient_reason|S1",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|recipient_reason|S2",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|recipient_reason|S3",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|recipient_reason|S4",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|recipient_reason|S5",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|recipient_reason|S0",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|recipient_reason|S1",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|recipient_reason|S2",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|recipient_reason|S3",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|recipient_reason|S4",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|recipient_reason|S5",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|consent_boundary|S0",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|consent_boundary|S1",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|consent_boundary|S2",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|consent_boundary|S3",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|consent_boundary|S4",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|consent_boundary|S5",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|consent_boundary|S0",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|consent_boundary|S1",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|consent_boundary|S2",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|consent_boundary|S3",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|consent_boundary|S4",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|consent_boundary|S5",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|consent_boundary|S0",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|consent_boundary|S1",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|consent_boundary|S2",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|consent_boundary|S3",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|consent_boundary|S4",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|d-2|consent_boundary|S5",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|general|S0",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|general|S1",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|general|S2",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|general|S3",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|general|S4",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|general|S5",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|general|S0",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|general|S1",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|general|S2",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|general|S3",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|general|S4",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|general|S5",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|general|S0",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|general|S1",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|general|S2",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|general|S3",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|general|S4",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|general|S5",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|savings_cancellation|S0",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|savings_cancellation|S1",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|savings_cancellation|S2",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|savings_cancellation|S3",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|savings_cancellation|S4",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|savings_cancellation|S5",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|savings_cancellation|S0",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|savings_cancellation|S1",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|savings_cancellation|S2",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|savings_cancellation|S3",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|savings_cancellation|S4",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|savings_cancellation|S5",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|savings_cancellation|S0",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|savings_cancellation|S1",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|savings_cancellation|S2",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|savings_cancellation|S3",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|savings_cancellation|S4",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|savings_cancellation|S5",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|proxy_document|S0",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|proxy_document|S1",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|proxy_document|S2",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|proxy_document|S3",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|proxy_document|S4",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|proxy_document|S5",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|proxy_document|S0",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|proxy_document|S1",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|proxy_document|S2",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|proxy_document|S3",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|proxy_document|S4",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|proxy_document|S5",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|proxy_document|S0",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|proxy_document|S1",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|proxy_document|S2",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|proxy_document|S3",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|proxy_document|S4",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|proxy_document|S5",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|investment_room|S0",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|investment_room|S1",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|investment_room|S2",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|investment_room|S3",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|investment_room|S4",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|investment_room|S5",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|investment_room|S0",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|investment_room|S1",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|investment_room|S2",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|investment_room|S3",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|investment_room|S4",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|investment_room|S5",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|investment_room|S0",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|investment_room|S1",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|investment_room|S2",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|investment_room|S3",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|investment_room|S4",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|investment_room|S5",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|loss_responsibility|S0",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|loss_responsibility|S1",10,10,3,10,0.4,true,true,true,true
interrogation_answers,"a|h-d3|loss_responsibility|S2",10,10,3,10,0.4,true,true,true,true
